,time_code,year,month,day,week
1246,20160821,2016,8,21,34
1247,20160822,2016,8,22,35
1248,20160823,2016,8,23,35
1249,20160824,2016,8,24,35
1250,20160825,2016,8,25,35
1251,20160826,2016,8,26,35
1252,20160827,2016,8,27,35
1253,20160828,2016,8,28,35
1254,20160829,2016,8,29,36
1255,20160830,2016,8,30,36
1256,20160831,2016,8,31,36
1257,20160901,2016,9,1,36
1258,20160902,2016,9,2,36
1259,20160903,2016,9,3,36
1260,20160904,2016,9,4,36
1261,20160905,2016,9,5,37
1262,20160906,2016,9,6,37
1263,20160907,2016,9,7,37
1264,20160908,2016,9,8,37
1265,20160909,2016,9,9,37
1266,20160910,2016,9,10,37
1267,20160911,2016,9,11,37
1268,20160912,2016,9,12,38
1269,20160913,2016,9,13,38
1270,20160914,2016,9,14,38
1271,20160915,2016,9,15,38
1272,20160916,2016,9,16,38
1273,20160917,2016,9,17,38
1274,20160918,2016,9,18,38
1275,20160919,2016,9,19,39
1276,20160920,2016,9,20,39
1277,20160921,2016,9,21,39
1278,20160922,2016,9,22,39
1279,20160923,2016,9,23,39
1280,20160924,2016,9,24,39
1281,20160925,2016,9,25,39
1282,20160926,2016,9,26,40
1283,20160927,2016,9,27,40
1284,20160928,2016,9,28,40
1285,20160929,2016,9,29,40
1286,20160930,2016,9,30,40
1287,20161001,2016,10,1,40
1288,20161002,2016,10,2,40
1289,20161003,2016,10,3,41
1290,20161004,2016,10,4,41
1291,20161005,2016,10,5,41
1292,20161006,2016,10,6,41
1293,20161007,2016,10,7,41
1294,20161008,2016,10,8,41
1295,20161009,2016,10,9,41
1296,20161010,2016,10,10,42
1297,20161011,2016,10,11,42
1298,20161012,2016,10,12,42
1299,20161013,2016,10,13,42
1300,20161014,2016,10,14,42
1301,20161015,2016,10,15,42
1302,20161016,2016,10,16,42
1303,20161017,2016,10,17,43
1304,20161018,2016,10,18,43
1305,20161019,2016,10,19,43
1306,20161020,2016,10,20,43
1307,20161021,2016,10,21,43
1308,20161022,2016,10,22,43
1309,20161023,2016,10,23,43
1310,20161024,2016,10,24,44
1311,20161025,2016,10,25,44
1312,20161026,2016,10,26,44
1313,20161027,2016,10,27,44
1314,20161028,2016,10,28,44
1315,20161029,2016,10,29,44
1316,20161030,2016,10,30,44
1317,20161031,2016,10,31,45
1318,20161101,2016,11,1,45
1319,20161102,2016,11,2,45
1320,20161103,2016,11,3,45
1321,20161104,2016,11,4,45
1322,20161105,2016,11,5,45
1323,20161106,2016,11,6,45
1324,20161107,2016,11,7,46
1325,20161108,2016,11,8,46
1326,20161109,2016,11,9,46
1327,20161110,2016,11,10,46
1328,20161111,2016,11,11,46
1329,20161112,2016,11,12,46
1330,20161113,2016,11,13,46
1331,20161114,2016,11,14,47
1332,20161115,2016,11,15,47
1333,20161116,2016,11,16,47
1334,20161117,2016,11,17,47
1335,20161118,2016,11,18,47
1336,20161119,2016,11,19,47
1337,20161120,2016,11,20,47
1338,20161121,2016,11,21,48
1339,20161122,2016,11,22,48
1340,20161123,2016,11,23,48
1341,20161124,2016,11,24,48
1342,20161125,2016,11,25,48
1343,20161126,2016,11,26,48
1344,20161127,2016,11,27,48
1345,20161128,2016,11,28,49
1346,20161129,2016,11,29,49
1347,20161130,2016,11,30,49
1348,20161201,2016,12,1,49
1349,20161202,2016,12,2,49
1350,20161203,2016,12,3,49
1351,20161204,2016,12,4,49
1352,20161205,2016,12,5,50
1353,20161206,2016,12,6,50
1354,20161207,2016,12,7,50
1355,20161208,2016,12,8,50
1356,20161209,2016,12,9,50
1357,20161210,2016,12,10,50
1358,20161211,2016,12,11,50
1359,20161212,2016,12,12,51
1360,20161213,2016,12,13,51
1361,20161214,2016,12,14,51
1362,20161215,2016,12,15,51
1363,20161216,2016,12,16,51
1364,20161217,2016,12,17,51
1365,20161218,2016,12,18,51
1366,20161219,2016,12,19,52
1367,20161220,2016,12,20,52
1368,20161221,2016,12,21,52
1369,20161222,2016,12,22,52
1370,20161223,2016,12,23,52
1371,20161224,2016,12,24,52
1372,20161225,2016,12,25,52
1373,20161226,2016,12,26,53
1374,20161227,2016,12,27,53
1375,20161228,2016,12,28,53
1376,20161229,2016,12,29,53
1377,20161230,2016,12,30,53
1378,20161231,2016,12,31,53
1379,20170101,2017,1,1,1
1380,20170102,2017,1,2,2
1381,20170103,2017,1,3,2
1382,20170104,2017,1,4,2
1383,20170105,2017,1,5,2
1384,20170106,2017,1,6,2
1385,20170107,2017,1,7,2
1386,20170108,2017,1,8,2
1387,20170109,2017,1,9,3
1388,20170110,2017,1,10,3
1389,20170111,2017,1,11,3
1390,20170112,2017,1,12,3
1391,20170113,2017,1,13,3
1392,20170114,2017,1,14,3
1393,20170115,2017,1,15,3
1394,20170116,2017,1,16,4
1395,20170117,2017,1,17,4
1396,20170118,2017,1,18,4
1397,20170119,2017,1,19,4
1398,20170120,2017,1,20,4
1399,20170121,2017,1,21,4
1400,20170122,2017,1,22,4
1401,20170123,2017,1,23,5
1402,20170124,2017,1,24,5
1403,20170125,2017,1,25,5
1404,20170126,2017,1,26,5
1405,20170127,2017,1,27,5
1406,20170128,2017,1,28,5
1407,20170129,2017,1,29,5
1408,20170130,2017,1,30,6
1409,20170131,2017,1,31,6
1410,20170201,2017,2,1,6
1411,20170202,2017,2,2,6
1412,20170203,2017,2,3,6
1413,20170204,2017,2,4,6
1414,20170205,2017,2,5,6
1415,20170206,2017,2,6,7
1416,20170207,2017,2,7,7
1417,20170208,2017,2,8,7
1418,20170209,2017,2,9,7
1419,20170210,2017,2,10,7
1420,20170211,2017,2,11,7
1421,20170212,2017,2,12,7
1422,20170213,2017,2,13,8
1423,20170214,2017,2,14,8
1424,20170215,2017,2,15,8
1425,20170216,2017,2,16,8
1426,20170217,2017,2,17,8
1427,20170218,2017,2,18,8
1428,20170219,2017,2,19,8
1429,20170220,2017,2,20,9
1430,20170221,2017,2,21,9
1431,20170222,2017,2,22,9
1432,20170223,2017,2,23,9
1433,20170224,2017,2,24,9
1434,20170225,2017,2,25,9
1435,20170226,2017,2,26,9
1436,20170227,2017,2,27,10
1437,20170228,2017,2,28,10
1438,20170301,2017,3,1,10
1439,20170302,2017,3,2,10
1440,20170303,2017,3,3,10
1441,20170304,2017,3,4,10
1442,20170305,2017,3,5,10
1443,20170306,2017,3,6,11
1444,20170307,2017,3,7,11
1445,20170308,2017,3,8,11
1446,20170309,2017,3,9,11
1447,20170310,2017,3,10,11
1448,20170311,2017,3,11,11
1449,20170312,2017,3,12,11
1450,20170313,2017,3,13,12
1451,20170314,2017,3,14,12
1452,20170315,2017,3,15,12
1453,20170316,2017,3,16,12
1454,20170317,2017,3,17,12
1455,20170318,2017,3,18,12
1456,20170319,2017,3,19,12
1457,20170320,2017,3,20,13
1458,20170321,2017,3,21,13
1459,20170322,2017,3,22,13
1460,20170323,2017,3,23,13
1461,20170324,2017,3,24,13
1462,20170325,2017,3,25,13
1463,20170326,2017,3,26,13
1464,20170327,2017,3,27,14
1465,20170328,2017,3,28,14
1466,20170329,2017,3,29,14
1467,20170330,2017,3,30,14
1468,20170331,2017,3,31,14
1469,20170401,2017,4,1,14
1470,20170402,2017,4,2,14
1471,20170403,2017,4,3,15
1472,20170404,2017,4,4,15
1473,20170405,2017,4,5,15
1474,20170406,2017,4,6,15
1475,20170407,2017,4,7,15
1476,20170408,2017,4,8,15
1477,20170409,2017,4,9,15
1478,20170410,2017,4,10,16
1479,20170411,2017,4,11,16
1480,20170412,2017,4,12,16
1481,20170413,2017,4,13,16
1482,20170414,2017,4,14,16
1483,20170415,2017,4,15,16
1484,20170416,2017,4,16,16
1485,20170417,2017,4,17,17
1486,20170418,2017,4,18,17
1487,20170419,2017,4,19,17
1488,20170420,2017,4,20,17
1489,20170421,2017,4,21,17
1490,20170422,2017,4,22,17
1491,20170423,2017,4,23,17
1492,20170424,2017,4,24,18
1493,20170425,2017,4,25,18
1494,20170426,2017,4,26,18
1495,20170427,2017,4,27,18
1496,20170428,2017,4,28,18
1497,20170429,2017,4,29,18
1498,20170430,2017,4,30,18
1499,20170501,2017,5,1,19
1500,20170502,2017,5,2,19
1501,20170503,2017,5,3,19
1502,20170504,2017,5,4,19
1503,20170505,2017,5,5,19
1504,20170506,2017,5,6,19
1505,20170507,2017,5,7,19
1506,20170508,2017,5,8,20
1507,20170509,2017,5,9,20
1508,20170510,2017,5,10,20
1509,20170511,2017,5,11,20
1510,20170512,2017,5,12,20
1511,20170513,2017,5,13,20
1512,20170514,2017,5,14,20
1513,20170515,2017,5,15,21
1514,20170516,2017,5,16,21
1515,20170517,2017,5,17,21
1516,20170518,2017,5,18,21
1517,20170519,2017,5,19,21
1518,20170520,2017,5,20,21
1519,20170521,2017,5,21,21
1520,20170522,2017,5,22,22
1521,20170523,2017,5,23,22
1522,20170524,2017,5,24,22
1523,20170525,2017,5,25,22
1524,20170526,2017,5,26,22
1525,20170527,2017,5,27,22
1526,20170528,2017,5,28,22
1527,20170529,2017,5,29,23
1528,20170530,2017,5,30,23
1529,20170531,2017,5,31,23
1530,20170601,2017,6,1,23
1531,20170602,2017,6,2,23
1532,20170603,2017,6,3,23
1533,20170604,2017,6,4,23
1534,20170605,2017,6,5,24
1535,20170606,2017,6,6,24
1536,20170607,2017,6,7,24
1537,20170608,2017,6,8,24
1538,20170609,2017,6,9,24
1539,20170610,2017,6,10,24
1540,20170611,2017,6,11,24
1541,20170612,2017,6,12,25
1542,20170613,2017,6,13,25
1543,20170614,2017,6,14,25
1544,20170615,2017,6,15,25
1545,20170616,2017,6,16,25
1546,20170617,2017,6,17,25
1547,20170618,2017,6,18,25
1548,20170619,2017,6,19,26
1549,20170620,2017,6,20,26
1550,20170621,2017,6,21,26
1551,20170622,2017,6,22,26
1552,20170623,2017,6,23,26
1553,20170624,2017,6,24,26
1554,20170625,2017,6,25,26
1555,20170626,2017,6,26,27
1556,20170627,2017,6,27,27
1557,20170628,2017,6,28,27
1558,20170629,2017,6,29,27
1559,20170630,2017,6,30,27
1560,20170701,2017,7,1,27
1561,20170702,2017,7,2,27
1562,20170703,2017,7,3,28
1563,20170704,2017,7,4,28
1564,20170705,2017,7,5,28
1565,20170706,2017,7,6,28
1566,20170707,2017,7,7,28
1567,20170708,2017,7,8,28
1568,20170709,2017,7,9,28
1569,20170710,2017,7,10,29
1570,20170711,2017,7,11,29
1571,20170712,2017,7,12,29
1572,20170713,2017,7,13,29
1573,20170714,2017,7,14,29
1574,20170715,2017,7,15,29
1575,20170716,2017,7,16,29
1576,20170717,2017,7,17,30
1577,20170718,2017,7,18,30
1578,20170719,2017,7,19,30
1579,20170720,2017,7,20,30
1580,20170721,2017,7,21,30
1581,20170722,2017,7,22,30
1582,20170723,2017,7,23,30
1583,20170724,2017,7,24,31
1584,20170725,2017,7,25,31
1585,20170726,2017,7,26,31
1586,20170727,2017,7,27,31
1587,20170728,2017,7,28,31
1588,20170729,2017,7,29,31
1589,20170730,2017,7,30,31
1590,20170731,2017,7,31,32
1591,20170801,2017,8,1,32
1592,20170802,2017,8,2,32
1593,20170803,2017,8,3,32
1594,20170804,2017,8,4,32
1595,20170805,2017,8,5,32
1596,20170806,2017,8,6,32
1597,20170807,2017,8,7,33
1598,20170808,2017,8,8,33
1599,20170809,2017,8,9,33
1600,20170810,2017,8,10,33
1601,20170811,2017,8,11,33
1602,20170812,2017,8,12,33
1603,20170813,2017,8,13,33
1604,20170814,2017,8,14,34
1605,20170815,2017,8,15,34
1606,20170816,2017,8,16,34
1607,20170817,2017,8,17,34
1608,20170818,2017,8,18,34
1609,20170819,2017,8,19,34
1610,20170820,2017,8,20,34
1611,20170821,2017,8,21,35
1612,20170822,2017,8,22,35
1613,20170823,2017,8,23,35
1614,20170824,2017,8,24,35
1615,20170825,2017,8,25,35
1616,20170826,2017,8,26,35
1617,20170827,2017,8,27,35
1618,20170828,2017,8,28,36
1619,20170829,2017,8,29,36
1620,20170830,2017,8,30,36
1621,20170831,2017,8,31,36
1622,20170901,2017,9,1,36
1623,20170902,2017,9,2,36
1624,20170903,2017,9,3,36
1625,20170904,2017,9,4,37
1626,20170905,2017,9,5,37
1627,20170906,2017,9,6,37
1628,20170907,2017,9,7,37
1629,20170908,2017,9,8,37
1630,20170909,2017,9,9,37
1631,20170910,2017,9,10,37
1632,20170911,2017,9,11,38
1633,20170912,2017,9,12,38
1634,20170913,2017,9,13,38
1635,20170914,2017,9,14,38
1636,20170915,2017,9,15,38
1637,20170916,2017,9,16,38
1638,20170917,2017,9,17,38
1639,20170918,2017,9,18,39
1640,20170919,2017,9,19,39
1641,20170920,2017,9,20,39
1642,20170921,2017,9,21,39
1643,20170922,2017,9,22,39
1644,20170923,2017,9,23,39
1645,20170924,2017,9,24,39
1646,20170925,2017,9,25,40
1647,20170926,2017,9,26,40
1648,20170927,2017,9,27,40
1649,20170928,2017,9,28,40
1650,20170929,2017,9,29,40
1651,20170930,2017,9,30,40
1652,20171001,2017,10,1,40
1653,20171002,2017,10,2,41
1654,20171003,2017,10,3,41
1655,20171004,2017,10,4,41
1656,20171005,2017,10,5,41
1657,20171006,2017,10,6,41
1658,20171007,2017,10,7,41
1659,20171008,2017,10,8,41
1660,20171009,2017,10,9,42
1661,20171010,2017,10,10,42
1662,20171011,2017,10,11,42
1663,20171012,2017,10,12,42
1664,20171013,2017,10,13,42
1665,20171014,2017,10,14,42
1666,20171015,2017,10,15,42
1667,20171016,2017,10,16,43
1668,20171017,2017,10,17,43
1669,20171018,2017,10,18,43
1670,20171019,2017,10,19,43
1671,20171020,2017,10,20,43
1672,20171021,2017,10,21,43
1673,20171022,2017,10,22,43
1674,20171023,2017,10,23,44
1675,20171024,2017,10,24,44
1676,20171025,2017,10,25,44
1677,20171026,2017,10,26,44
1678,20171027,2017,10,27,44
1679,20171028,2017,10,28,44
1680,20171029,2017,10,29,44
1681,20171030,2017,10,30,45
1682,20171031,2017,10,31,45
1683,20171101,2017,11,1,45
1684,20171102,2017,11,2,45
1685,20171103,2017,11,3,45
1686,20171104,2017,11,4,45
1687,20171105,2017,11,5,45
1688,20171106,2017,11,6,46
1689,20171107,2017,11,7,46
1690,20171108,2017,11,8,46
1691,20171109,2017,11,9,46
1692,20171110,2017,11,10,46
1693,20171111,2017,11,11,46
1694,20171112,2017,11,12,46
1695,20171113,2017,11,13,47
1696,20171114,2017,11,14,47
1697,20171115,2017,11,15,47
1698,20171116,2017,11,16,47
1699,20171117,2017,11,17,47
1700,20171118,2017,11,18,47
1701,20171119,2017,11,19,47
1702,20171120,2017,11,20,48
1703,20171121,2017,11,21,48
1704,20171122,2017,11,22,48
1705,20171123,2017,11,23,48
1706,20171124,2017,11,24,48
1707,20171125,2017,11,25,48
1708,20171126,2017,11,26,48
1709,20171127,2017,11,27,49
1710,20171128,2017,11,28,49
1711,20171129,2017,11,29,49
1712,20171130,2017,11,30,49
1713,20171201,2017,12,1,49
1714,20171202,2017,12,2,49
1715,20171203,2017,12,3,49
1716,20171204,2017,12,4,50
1717,20171205,2017,12,5,50
1718,20171206,2017,12,6,50
1719,20171207,2017,12,7,50
1720,20171208,2017,12,8,50
1721,20171209,2017,12,9,50
1722,20171210,2017,12,10,50
1723,20171211,2017,12,11,51
1724,20171212,2017,12,12,51
1725,20171213,2017,12,13,51
1726,20171214,2017,12,14,51
1727,20171215,2017,12,15,51
1728,20171216,2017,12,16,51
1729,20171217,2017,12,17,51
1730,20171218,2017,12,18,52
1731,20171219,2017,12,19,52
1732,20171220,2017,12,20,52
1733,20171221,2017,12,21,52
1734,20171222,2017,12,22,52
1735,20171223,2017,12,23,52
1736,20171224,2017,12,24,52
1737,20171225,2017,12,25,53
1738,20171226,2017,12,26,53
1739,20171227,2017,12,27,53
1740,20171228,2017,12,28,53
1741,20171229,2017,12,29,53
1742,20171230,2017,12,30,53
1743,20171231,2017,12,31,53
1744,20180101,2018,1,1,1
1745,20180102,2018,1,2,1
1746,20180103,2018,1,3,1
1747,20180104,2018,1,4,1
1748,20180105,2018,1,5,1
1749,20180106,2018,1,6,1
1750,20180107,2018,1,7,1
1751,20180108,2018,1,8,2
1752,20180109,2018,1,9,2
1753,20180110,2018,1,10,2
1754,20180111,2018,1,11,2
1755,20180112,2018,1,12,2
1756,20180113,2018,1,13,2
1757,20180114,2018,1,14,2
1758,20180115,2018,1,15,3
1759,20180116,2018,1,16,3
1760,20180117,2018,1,17,3
1761,20180118,2018,1,18,3
1762,20180119,2018,1,19,3
1763,20180120,2018,1,20,3
1764,20180121,2018,1,21,3
1765,20180122,2018,1,22,4
1766,20180123,2018,1,23,4
1767,20180124,2018,1,24,4
1768,20180125,2018,1,25,4
1769,20180126,2018,1,26,4
1770,20180127,2018,1,27,4
1771,20180128,2018,1,28,4
1772,20180129,2018,1,29,5
1773,20180130,2018,1,30,5
1774,20180131,2018,1,31,5
1775,20180201,2018,2,1,5
1776,20180202,2018,2,2,5
1777,20180203,2018,2,3,5
1778,20180204,2018,2,4,5
1779,20180205,2018,2,5,6
1780,20180206,2018,2,6,6
1781,20180207,2018,2,7,6
1782,20180208,2018,2,8,6
1783,20180209,2018,2,9,6
1784,20180210,2018,2,10,6
1785,20180211,2018,2,11,6
1786,20180212,2018,2,12,7
1787,20180213,2018,2,13,7
1788,20180214,2018,2,14,7
1789,20180215,2018,2,15,7
1790,20180216,2018,2,16,7
1791,20180217,2018,2,17,7
1792,20180218,2018,2,18,7
1793,20180219,2018,2,19,8
1794,20180220,2018,2,20,8
1795,20180221,2018,2,21,8
1796,20180222,2018,2,22,8
1797,20180223,2018,2,23,8
1798,20180224,2018,2,24,8
1799,20180225,2018,2,25,8
1800,20180226,2018,2,26,9
1801,20180227,2018,2,27,9
1802,20180228,2018,2,28,9
1803,20180301,2018,3,1,9
1804,20180302,2018,3,2,9
1805,20180303,2018,3,3,9
1806,20180304,2018,3,4,9
1807,20180305,2018,3,5,10
1808,20180306,2018,3,6,10
1809,20180307,2018,3,7,10
1810,20180308,2018,3,8,10
1811,20180309,2018,3,9,10
1812,20180310,2018,3,10,10
1813,20180311,2018,3,11,10
1814,20180312,2018,3,12,11
1815,20180313,2018,3,13,11
1816,20180314,2018,3,14,11
1817,20180315,2018,3,15,11
1818,20180316,2018,3,16,11
1819,20180317,2018,3,17,11
1820,20180318,2018,3,18,11
1821,20180319,2018,3,19,12
1822,20180320,2018,3,20,12
1823,20180321,2018,3,21,12
1824,20180322,2018,3,22,12
1825,20180323,2018,3,23,12
1826,20180324,2018,3,24,12
1827,20180325,2018,3,25,12
1828,20180326,2018,3,26,13
1829,20180327,2018,3,27,13
1830,20180328,2018,3,28,13
1831,20180329,2018,3,29,13
1832,20180330,2018,3,30,13
1833,20180331,2018,3,31,13
1834,20180401,2018,4,1,13
1835,20180402,2018,4,2,14
1836,20180403,2018,4,3,14
1837,20180404,2018,4,4,14
1838,20180405,2018,4,5,14
1839,20180406,2018,4,6,14
1840,20180407,2018,4,7,14
1841,20180408,2018,4,8,14
1842,20180409,2018,4,9,15
1843,20180410,2018,4,10,15
1844,20180411,2018,4,11,15
1845,20180412,2018,4,12,15
